service (원래 사업 이름)	띄어쓰기한 사업 이름 	category_one	category_two	category_three	assigned	summary
나무나눔 사업	나무 나눔 사업	지역개발	지역및도시	건설건축 	30000000	168800000
낙성대동 일대 침수방지	낙성대동 일대 침수 방지	환경보호	상하수도및수질	상수도 	0	0
낙원상가·돈화문로 주변지역 전략정비계획 수립	낙원상가 돈화문로 주변지역 전략 정비 계획 수립	지역개발	지역및도시	건설건축 	396000000	396000000
낙후된 여성복지시설을 보수해주세요(주민참여예산)	낙후 여성 복지 시설 보수 주민참여 	사회복지	보육가족및여성	가족기능강화 	200000000	200000000
난곡동637-15~643-16간외 1개소 하수관 개량공사	난곡동 637-15 643-16 1개소 하수관 개량 공사	환경보호	상하수도및수질	상수도 	0	0
난우초등학교(관악구)~난곡동617-3 통학로 확보(주민참여)	난우초등학교 관악구 난곡동 617-3 통학로 확보 주민참여 	수송및교통	도로	도로관리 	0	180000000
난지물재생센터 개발제한구역 보전부담금	난지물재생센터 개발 제한 구역 보전 부담금	환경보호	상하수도및수질	상수도 	0	6228107000
난지물재생센터 고도처리 설치	난지물재생센터 고도처리 설치	환경보호	상하수도및수질	상수도 	0	7698000000
난지물재생센터 공통분야 유지보수	난지물재생센터 공통 분야 유지 보수 	환경보호	상하수도및수질	상수도 	5459200000	24003000000
난지물재생센터 수처리 유지보수	난지물재생센터 수처리 유지 보수 	환경보호	상하수도및수질	상수도 	2690000000	13224000000
난지물재생센터 오니처리 유지보수	난지물재생센터 오니 처리 유지 보수 	환경보호	상하수도및수질	상수도 	2090000000	11730000000
난지물재생센터 운영	난지물재생센터 운영	환경보호	상하수도및수질	상수도 	15970000000	78752077000
난지물재생센터 정화조오니처리 유지보수	난지물재생센터 정화조 오니 처리 유지 보수 	환경보호	상하수도및수질	상수도 	1580000000	8080000000
난지물재생센터 환경개선	난지물재생센터 환경 개선	환경보호	상하수도및수질	상수도 	1400000000	32000000000
난지미술창작스튜디오 프로그램 운영(국제화추진)	난지 미술 창작 스튜디오 프로그램 운영 국제화 추진 	문화체육관광	문화예술	지역문화예술진흥 	150500000	752500000
낡고 위험한 계단을 학교가기 즐거운 계단으로 고쳐주세요(노후계단 정비, 구로구 고척동, 주민참여)	낡고 위험 계단 학교 즐거운 계단 노후 계단 정비 구로구 고척동 주민참여 	수송및교통	도로	도로관리 	50000000	50000000
남가좌1 배수분구 하수관로 종합정비	남가좌1 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	5000000000	22474000000
남부도로사업소 청사신축	남부도로 사업소 청사 신축	수송및교통	도로	도로관리 	0	1000000000
남부순환로 ~오정대로 삼거리간 도로개설(교통개선분담금 계정)	남부순환로 오정대로 삼거리 도로 개설 교통 개선 분담금 계정 	수송및교통	도로	도로관리 	21935000000	47498000000
남부순환로 경남아파트앞 하수관 확대개량	남부순환로 경남아파트 앞 하수관 확대 개량	환경보호	상하수도및수질	상수도 	0	0
남부순환로(개봉역주변) 구조 개선	남부순환로 개봉역 주변 구조 개선	수송및교통	도로	도로관리 	5592000000	16592000000
남부순환로~개봉2동간 평탄화	남부순환로 개봉2동 평탄화	수송및교통	도로	도로관리 	0	0
남부순환로~부천시계간 도로개설(광역도로사업)	남부순환로 부천시 계간 도로 개설 광역 도로 사업 	수송및교통	도로	도로관리 	0	15000000
남북교류협력사업	남북 교류 협력 사업	일반공공행정	일반행정	일반행정지원 	4900000000	0
남산 및 산하공원 등 유지관리	남산 산하공원 유지 관리	지역개발	지역및도시	건설건축 	4626297000	22374925000
남산 및 산하공원 시설물 보수 정비	남산 산하공원 시설물 보수 정비	지역개발	지역및도시	건설건축 	2190000000	5146914000
남산 실개천 시설 및 환경 개선	남산 실개천 시설 환경 개선	환경보호	상하수도및수질	상수도 	0	0
남산 예술센터 운영	남산 예술센 터 운영	문화체육관광	문화예술	지역문화예술진흥 	2787383000	14669532000
남산 한옥마을 및 남산국악당 운영	남산 한옥 마을 남산 국악당 운영	문화체육관광	문화예술	지역문화예술진흥 	2999993000	13399972000
남산1호터널 외 5개소 노후방재설비 보완공사	남산1호터널 5개소 노후 방재 설비 보완 공사	수송및교통	도로	도로관리 	1898000000	1898000000
남산2호터널 환경개선공사	남산2호터널 환경 개선 공사	수송및교통	도로	도로관리 	0	0
남산3호터널 용산측 옹벽보강공사	남산3호터널 용산 옹벽 보강 공사	수송및교통	도로	도로관리 	0	0
남산골 한옥마을 전통정원 관리	남산골 한옥마을 전통 정원 관리	문화체육관광	문화재	문화재보존정책 	372700000	1906610000
남산공영주차장 빗물저류조설치	남산 공영 주차장 빗물 저류조 설치	지역개발	수자원	하천 	0	1610000000
남산공원 시설재정비	남산공원 시설 재정비	지역개발	지역및도시	건설건축 	185000000	185000000
남산공원 회현지구 정비	남산공원 회현지구 정비	지역개발	지역및도시	건설건축 	3367000000	8111000000
남산봉수의식 등 전통문화행사	남산 봉수 의식 전통 문화 행사	문화체육관광	문화재	문화재보존정책 	761050000	3780400000
남산자락 보행환경 개선(중구, 주민참여)	남산자락 보행 환경 개선 중구 주민참여 	수송및교통	도로	도로관리 	0	250000000
남산터널 노후방재시설 개량공사	남산터널 노후 방재 시설 개량 공사	수송및교통	도로	도로관리 	0	2120000000
남태령채석장부지(관악) 공원조성	남태령 채석장 부지 관악 공원 조성	지역개발	지역및도시	건설건축 	0	0
내 마을 건강올레길 조성	내 마을 건강 올레길 조성	보건	보건의료	지역보건 	200000000	200000000
내고장 문화재 지킴이 운영	내고장 문화재 지킴이 운영	문화체육관광	문화재	문화재보존정책 	147800000	710200000
내곡종합복지관 건립사업 지원	내곡 종합 복지관 건립 사업 지원	사회복지	노인청소년	노인생활안정 	603000000	6103000000
내곡터널외 1개소 유지관리	내곡터널 1개소 유지 관리	수송및교통	도로	도로관리 	555630000	2944520000
내구연한 경과 상수도관 평가	내구 연한 경과 상수도관 평가	환경보호	상하수도및수질	상수도 	1000000000	3000000000
내방역 주변 하수관거 확대 개량공사	내방역 주변 하수관거 확대 개량 공사	환경보호	상하수도및수질	상수도 	0	0
내부순환로 교면포장 개량공사	내부순환로 교면 포장 개량 공사	수송및교통	도로	도로관리 	3000000000	15000000000
내부순환로 내진보강	내부순환로 내진 보강	수송및교통	도로	도로관리 	2000000000	2000000000
내부순환로 소음감소기 정비	내부순환로 소음 감소기 정비	수송및교통	도로	도로관리 	0	950000000
내촌경로당 재건축사업(주민참여)	내촌 경로당 재건축 사업 주민참여 	사회복지	노인청소년	노인생활안정 	0	449000000
네트워크 RTK시스템 및 KLIS 유지보수	네트워크 RTK 시스템 KLIS 유지 보수 	지역개발	지역및도시	건설건축 	53248000	268577000
노동권익 보호 및 상담사업 활성화	노동 권익 보호 상담 사업 활성화	사회복지	노동	고용정책 	285000000	1015000000
노동복지센터 설치·운영 및 활성화 지원	노동 복지 센터 설치 운영 활성화 지원	사회복지	노동	고용정책 	1204000000	6321000000
노동존중문화 확산	노동 존중 문화 확산	사회복지	노동	고용정책 	70200000	635400000
노들길 지하차도 보수공사	노들길 지하차도 보수 공사	수송및교통	도로	도로관리 	0	649000000
노량교 슬래브(난간하부) 보수공사	노량교 슬래브 난간 하부 보수 공사	수송및교통	도로	도로관리 	1060000000	1060000000
노량진2동 동작구청 주변일대 침수해소	노량진2동 동작구청 주변 일대 침수 해소	환경보호	상하수도및수질	상수도 	1500000000	1500000000
노량진근린공원 노후 어린이놀이시설 정비(주민참여)	노량진 근린공원 노후 어린이 놀이시설 정비 주민참여 	지역개발	지역및도시	건설건축 	200000000	200000000
노량진근린공원(동작) 조성	노량진 근린공원 동작 조성	지역개발	지역및도시	건설건축 	0	1227000000
노량진동 침수해소	노량진동 침수 해소	환경보호	상하수도및수질	상수도 	0	0
노량진배수지 도로구조 개선사업	노량진 배수지 도로 구조 개선 사업	수송및교통	도로	도로관리 	400000000	500000000
노로바이러스 대응 국가유전자 감시망 운영	노로 바이러스 대응 국가 유전자 감시망 운영	보건	보건의료	지역보건 	94348000	208700000
노면청소차 성능개선(분진흡입) 추진	노면 청소차 성능 개선 분진 흡입 추진	환경보호	폐기물	폐기물관리일반 	0	0
노면표지선 도색 및 제거	노면 표지선 도색 제거	수송및교통	물류등기타	교통관리 	7228000000	35617000000
노사정 서울모델협의회 운영	노사정 서울 모델 협의회 운영	일반공공행정	재정금융	지방세운용 	122000000	639847000
노숙인 실태조사 및 인식개선	노숙인 실태 조사 인식 개선	사회복지	취약계층지원	장애인생활안정지원 	0	120000000
노숙인 요양시설 운영	노숙인 요양 시설 운영	사회복지	취약계층지원	장애인생활안정지원 	7396672000	35841119000
노숙인 의료지원	노숙인 의료 지원	사회복지	취약계층지원	장애인생활안정지원 	4633954000	23405289000
노숙인 일자리지원	노숙인 일자리 지원	사회복지	취약계층지원	장애인생활안정지원 	7517053000	38205358000
노숙인 자활시설 운영	노숙인 자활 시설 운영	사회복지	취약계층지원	장애인생활안정지원 	11865449000	60515527000
노숙인 자활프로그램 운영	노숙인 자활 프로그램 운영	사회복지	취약계층지원	장애인생활안정지원 	133200000	711680000
노숙인 재활시설 운영	노숙인 재활 시설 운영	사회복지	취약계층지원	장애인생활안정지원 	3677330000	18893902000
